AvgDialog_71986_Content_1,aptP,avg星辰章-序_AvgDialog_C_M.csv,8,AvgDialog,Content,,宁静。仿佛永恒不灭的黑暗与宁静。,정적. 영원히 꺼지지 않는 어둠과도 같은 고요함.
AvgDialog_71986_Content_2,apua,avg星辰章-序_AvgDialog_C_M.csv,9,AvgDialog,Content,,在那无限的宁静之中，一枚小小的白色光点悄然凝聚，在眼前游移漂浮。,"그 무한한 정적 속에서 작고 하얀 빛 한 점이 조용히 뭉쳐지더니, 눈앞을 둥실둥실 떠다닌다."
AvgDialog_71986_Content_3,apud,avg星辰章-序_AvgDialog_C_M.csv,10,AvgDialog,Content,？？？,很遗憾，在本次对抗融蚀的旅途中……我们付出了如此惨痛的代价。,"유감스럽게도, 이번 융식과의 여정에서... 우리는 너무나도 참혹한 대가를 치렀어."
AvgDialog_71986_Content_4,apue,avg星辰章-序_AvgDialog_C_M.csv,11,AvgDialog,Content,？？？,以你为代价……,바로 너라는 대가를...
AvgDialog_71986_Content_5,apuf,avg星辰章-序_AvgDialog_C_M.csv,12,AvgDialog,Content,？？？,但我无法忍受，目睹你陷入那门扉之内，永世的孤独。,"하지만 네가 그 문 안에서 영원한 고독에 빠지는 것을, 나는 차마 지켜볼 수 없어."
AvgDialog_71986_Content_6,apug,avg星辰章-序_AvgDialog_C_M.csv,13,AvgDialog,Content,,清冷的女声。足够熟悉，但又有些不一样。,"차갑고 맑은 여성의 목소리. 익숙하지만, 어딘가 다르다."
AvgDialog_71986_Content_7,apuh,avg星辰章-序_AvgDialog_C_M.csv,14,AvgDialog,Content,？？？,睁开眼吧。,눈을 떠.
AvgDialog_71986_Content_8,apui,avg星辰章-序_AvgDialog_C_M.csv,15,AvgDialog,Content,？？？,我会还给你……一个世界。,네게... 세상을 돌려줄게.
AvgDialog_71986_Content_9,apuj,avg星辰章-序_AvgDialog_C_M.csv,16,AvgDialog,Content,玩家,拉蒙……,라모나...
AvgDialog_71986_Content_10,aptQ,avg星辰章-序_AvgDialog_C_M.csv,17,AvgDialog,Content,,流光的幻景在眼前破碎，映入眼帘的少女紧抿双唇，双眼被眼罩牢牢遮覆。,"빛의 환상이 눈앞에서 부서지고, 입술을 굳게 다문 소녀가 시야에 들어온다. 그녀의 두 눈은 안대로 단단히 가려져 있다."
